	(1)
VARIABLES	l_homicide
	
lead9	-0.261
	0.0450
lead8	-0.304
	0.0816
lead7	-0.137
	0.0863
lead6	0.00929
	0.0596
lead5	0.00496
	0.0470
lead4	-0.00406
	0.0466
lead3	0.0122
	0.0349
lead2	0.0191
	0.0311
lead1	-0.0255
	0.0330
lag1	0.0777
	0.0282
lag2	0.0824
	0.0453
lag3	0.105
	0.0530
lag4	0.0787
	0.0589
lag5	0.172
	0.0560
Constant	1.684
	0.0367
	
Observations	550
Number of sid	50
R-squared	0.357
DD	0.0800
DDSE	0.0300
